loss,val_loss,learning rate
0.29364313164802447,0.23401917942932673,0.0003
0.2604006353306444,0.22513886434691294,0.0003
0.2703708385768002,0.24598403487886703,0.0003
0.2788853796377574,0.2230900057724544,0.0003
0.26185186786784065,0.22551941233021872,0.0003
0.26370774025786414,0.22458665072917938,0.0003
0.25007489364441127,0.2239529320171901,0.0003
0.25179003077010587,0.22410918772220612,0.0003
0.24528223316963405,0.2232786204133715,0.0003
0.263107956680533,0.22259604505130223,0.0003
0.23677673190832138,0.2206356759582247,0.0003
0.25511578215311653,0.22244974545070104,0.0003
0.25261746830231435,0.22324012219905853,0.0003
0.24748383793565962,0.22488991277558462,0.0003
0.2430834276218937,0.22600177356175014,0.0003
0.2522759594627329,0.2252065667084285,0.0003
0.24587001051339838,0.22195288326059068,0.0003
0.23965022702739663,0.22753959894180298,0.0003
0.2466764356175514,0.22593463318688528,0.0003
0.22323930056558716,0.22173082828521729,0.0003
0.24853453644224116,0.22710350155830383,0.0003
0.22184115462005138,0.22346683698041098,0.0003
0.2392765228470711,0.22382754513195582,0.0003
0.2407120551965008,0.22619510974202836,0.0003
0.22466610351653948,0.22778878254549845,0.0003
0.2341553477777375,0.22854070152555192,0.0003
0.23904631145902583,0.2323461983885084,0.0003
0.22642410174012184,0.22675772224153792,0.0003
0.2242733550398317,0.2251457635845457,0.0003
0.22982443399625282,0.22784097492694855,0.0003
0.22644892539063546,0.2268847801855632,0.0003
0.22385082159140338,0.2346217589718955,0.0003
0.22763986089458205,0.23130101816994802,0.0003
0.22573703854051355,0.22552079813820974,0.0003
0.2305944419070466,0.2336077860423497,0.0003
0.20698936904470125,0.22825698341642106,0.0003
0.21967332749753385,0.22682347467967443,0.0003
0.22132504234711328,0.23686802174363816,0.0003
0.2156377083634677,0.23058557084628514,0.0003
0.22322044633839228,0.23285675261701858,0.0003
0.21138087364092265,0.23181330731936864,0.0003
0.20747645820180574,0.23184960654803685,0.0003
0.2131535044393024,0.2350060577903475,0.0003
0.21542190139492354,0.23653581312724523,0.0003
0.21299300210116662,0.23855145275592804,0.0003
0.2062744526830438,0.23722825731549943,0.0003
0.2043850522589039,0.2349355540105275,0.0003
0.20218847567836443,0.2394647683416094,0.0003
0.2127164026645765,0.23881552687713078,0.0003
0.20678436674483835,0.23528964178902761,0.0003
0.1985840001334883,0.235982175384249,0.0003
0.21024524124517832,0.23708938275064742,0.00015
0.19324897086783632,0.23730753575052535,0.00015
0.20771063088554226,0.23859482364995138,0.00015
0.19905514642596245,0.23798408678599767,0.00015
0.2010981910032769,0.24032933797155107,0.00015
0.19531747290532883,0.23933634161949158,0.00015
0.19906996088485196,0.23984768986701965,0.00015
0.19801010171028033,0.24181213336331503,0.00015
0.20160123746689051,0.24223066227776663,0.00015
0.19287924795118097,0.24334733401026046,0.00015
0.19786185067560938,0.24030440194266184,0.00015
0.2025075736078056,0.24312265855925425,0.00015
0.19808797765937117,0.2434971375124795,0.00015
0.19239533355791275,0.24283499589988164,0.00015
0.19810358955435556,0.24262877660138266,0.00015
0.19606120864005938,0.24474687448569707,0.00015
0.19490213361051348,0.2506064474582672,0.00015
0.2030909984079126,0.24543052273137228,0.00015
0.19355900021823677,0.248489682163511,0.00015
0.1824156790971756,0.24310776165553502,0.00015
0.20171430298726853,0.24660341228757585,0.00015
0.19378890419328534,0.24829770624637604,0.00015
0.19791496793429056,0.24308283627033234,0.00015
0.19788497931336704,0.24935526507241385,0.00015
0.1915971984465917,0.24864969296114786,0.00015
0.19198575817249916,0.24775063565799169,0.00015
0.18923541985145986,0.2474155638899122,0.00015
0.19088109021317468,0.24637889862060547,0.00015
0.19694451677302519,0.24949202792985098,0.00015
0.19091624919682332,0.2453587566103254,0.00015
0.19371773649568427,0.24624470727784292,0.00015
0.19498737653096518,0.24484593314783915,0.00015
0.19076454035333684,0.24724277641092027,0.00015
0.189667623076174,0.24757838674954005,0.00015
0.18909736508375977,0.24387070749487197,0.00015
0.18909743186589834,0.24786486795970372,0.00015
0.19362987039817703,0.2502007271562304,0.00015
0.19018834849742994,0.24759084624903543,0.00015
0.1881461108792318,0.24768877455166408,0.00015
0.1882294865503703,0.25227234193256926,0.00015
0.1856921425420944,0.24944937016282762,7.5e-05
0.19187192701631123,0.24960443590368545,7.5e-05
0.19102092288635872,0.24970972537994385,7.5e-05
0.1856133268304067,0.25147346939359394,7.5e-05
0.1867863391008642,0.25113566858427866,7.5e-05
0.18384089300761353,0.25022185274532865,7.5e-05
0.18838107772171497,0.25136724540165495,7.5e-05
0.18610469262077384,0.2505280928952353,7.5e-05
0.1860545659310197,0.251608065196446,7.5e-05
